2.972556373913187144e+01,2.992427144550686080e+01,2.918198470448902526e+01,2.781106282262538798e+01,3.010150305503162826e+01,2.973147413249984083e+01,2.910388907467159925e+01,2.887221281781802418e+01,2.945940408916050046e+01,2.905517724951215541e+01,2.957732028026663329e+01,2.847469339307593827e+01,2.893990878384266807e+01,2.835180451728945172e+01,2.905201645140869005e+01,2.989490634078356379e+01,3.000315254340347337e+01,2.911743903119639754e+01,2.885512277756731692e+01,2.902946004675914082e+01,3.012458936811725607e+01,2.968810442014034834e+01,2.881118304928861562e+01,2.959225348038796710e+01
2.839642864874662109e+01,3.021685270935427070e+01,2.816003650207500186e+01,2.953369149856911235e+01,2.835014547540652075e+01,2.964457212242257356e+01,2.866639482255618532e+01,2.785968703487867515e+01,2.998903977814603650e+01,3.032306912638784979e+01,2.857174637948162399e+01,2.936380108343524853e+01,2.906143328609067567e+01,2.858822018857006242e+01,2.850308490824653518e+01,2.902487374796066888e+01,2.899025364961312334e+01,2.946916168057970253e+01,2.847481890767744517e+01,2.916826765644873376e+01,2.895853759180118914e+01,2.839542821940904105e+01,3.003840463418941908e+01,2.836045472685509594e+01
2.780899763670589664e+01,2.810817939356138595e+01,2.889859722454394841e+01,2.937658812362025174e+01,2.906356797745576159e+01,2.839023246993929206e+01,2.796503853614603941e+01,2.934869546591465905e+01,2.993500652304754794e+01,2.866849412773979111e+01,2.984423892646924514e+01,2.978914483404770408e+01,2.891442610921785672e+01,2.885410223530908524e+01,2.818850884007935065e+01,2.872192871327854391e+01,2.810209377371438677e+01,2.925424400006193082e+01,2.890046960072783122e+01,2.875499053685160789e+01,2.891933186596435235e+01,2.973202847831970530e+01,2.821669343940027375e+01,2.872200587542920402e+01
2.913246930373202304e+01,2.914010449925029889e+01,2.877552822878101324e+01,2.951881726547554763e+01,2.920673524346074146e+01,2.870032200466312133e+01,3.003576105037330990e+01,2.897110924707698132e+01,2.935123589119132248e+01,2.952542539389003196e+01,2.881400103842253202e+01,2.930544966667883955e+01,2.862513741057784955e+01,2.914956061647791330e+01,2.889629167307589341e+01,2.958150015296030233e+01,2.883464869142227371e+01,2.900152347311421863e+01,2.900659090887216962e+01,2.935913473254061046e+01,2.894969262856699288e+01,2.950149324827469854e+01,2.849229980752267011e+01,2.897830251429547843e+01
3.061265000692628746e+01,2.796940056565148325e+01,2.896304399407154051e+01,2.889789673079940258e+01,2.895214157167458779e+01,2.926227935581249540e+01,2.904198249095156825e+01,2.830755540978907447e+01,2.887683370996239773e+01,2.895230359514761176e+01,2.948176926353050931e+01,2.876818458871957773e+01,2.942510601522559455e+01,2.815860203779971016e+01,2.912441378770733991e+01,2.940535065942600568e+01,3.011796433059504352e+01,2.746384687380594869e+01,2.879135369649532095e+01,2.918020970177701656e+01,2.865372960721504114e+01,2.907204973766715739e+01,2.849031340471088924e+01,3.092209954002822769e+01
2.921288759187808637e+01,2.978733735361663548e+01,2.871438226991705278e+01,2.950566222525867488e+01,2.930160751355765569e+01,2.878238342844900899e+01,2.888038877170924934e+01,2.908225462600518085e+01,2.906331411002599907e+01,2.938916962653229348e+01,2.886066738029057888e+01,2.927201325884840344e+01,2.827754036980564933e+01,2.950437776799958556e+01,2.926179473223868399e+01,2.910570081145652921e+01,2.821978356560333623e+01,2.944165138883346344e+01,2.918612175179976020e+01,2.909546138340215293e+01,2.901677604897190577e+01,2.937424191205400348e+01,2.897913967434550386e+01,2.895563288577540106e+01
2.887981944533805745e+01,2.845320855468469290e+01,2.886328764474865238e+01,2.848924662553383769e+01,2.991823005441227679e+01,3.012188414509472523e+01,2.883299788240839234e+01,2.908602090686167685e+01,2.915104804351625489e+01,3.022416798822320061e+01,2.843379214241917907e+01,2.873429175812736958e+01,2.903182948779766548e+01,2.863147453669131437e+01,2.897008420557898489e+01,2.885066271568524598e+01,2.838521544142713537e+01,2.940387322952693694e+01,2.922974922031448841e+01,2.889113788079902179e+01,2.862321798410880547e+01,2.877117673346015181e+01,2.947988104183821179e+01,2.930273938922573507e+01
2.965464292213499675e+01,2.943233707452549197e+01,2.856470717177717233e+01,3.020612419783748237e+01,2.896128202928207429e+01,2.946644936908700174e+01,2.798688935421427004e+01,2.970395202872782647e+01,2.907219177690495826e+01,2.775146064716938099e+01,2.843094596372515070e+01,2.941081027439690843e+01,2.981707120653902621e+01,2.957704260898856319e+01,2.916877955125511335e+01,2.890190504384685255e+01,2.891888216318636751e+01,3.006080062780671369e+01,2.950057138831539305e+01,2.884944997440339876e+01,2.889844983032259051e+01,2.923018194751699639e+01,2.900269833484549054e+01,2.981868781776842070e+01
2.954455885447566743e+01,2.926227935581249540e+01,3.012617365085941401e+01,2.878262516457493803e+01,2.845234534455170206e+01,2.947176517017788910e+01,2.982312470892821921e+01,2.951690866510426758e+01,2.936979045416637746e+01,2.959699159092400578e+01,2.908926123196329172e+01,2.930223498164116336e+01,2.974120037872694411e+01,2.941274123000545160e+01,2.964068127746412529e+01,2.878728975461706341e+01,2.933681541745198729e+01,2.952340921444317701e+01,2.904648154164812013e+01,2.977968307189121333e+01,2.873642112012134930e+01,3.002246936582213266e+01,3.030556776414039177e+01,2.923382739442359934e+01
2.840091458107031031e+01,2.901302743164262665e+01,2.819534958876255359e+01,2.898506849165920585e+01,2.942468345729827206e+01,2.858160215229844425e+01,2.899140006000476433e+01,2.853976561354136265e+01,2.861043272485670741e+01,2.908978838776567954e+01,2.945705811180971523e+01,2.948570374797606064e+01,2.835393070239558710e+01,2.787005439971665055e+01,2.915559939244684529e+01,2.889894757933785741e+01,2.893875257450650906e+01,2.816892691521746883e+01,2.945862106642346134e+01,2.841933168612200689e+01,2.940520792252436877e+01,2.975934409440560557e+01,2.996834399430883877e+01,2.982594058062142039e+01
