2.266147372728738674e+01,2.520066118258938559e+01,2.452027236646404162e+01,2.750376471936129974e+01,2.554080881899511724e+01,2.564020632162214497e+01,2.553726884483552340e+01,2.457117274155291398e+01,2.591037857726558968e+01,2.591705264482328630e+01,2.510221255363558157e+01,2.578127617421182549e+01,2.515525416876823783e+01,2.721473856190897322e+01,2.570111648772046919e+01,2.585530794249530118e+01,2.459409326342279201e+01,2.642440581927922949e+01,2.618779214019991741e+01,2.633238415976501301e+01,2.774672227062416141e+01,2.748949056478898001e+01,2.618640418009226778e+01,2.642117837687118254e+01
2.616159019205542791e+01,2.475697168411090843e+01,2.506972569184955546e+01,2.394036267238999471e+01,2.574955055034990892e+01,2.610241322228495164e+01,2.556691540401658358e+01,2.475971247146225096e+01,2.597674017040287708e+01,2.543165010486444544e+01,2.590088450601018621e+01,2.427961832213151183e+01,2.550377918156254964e+01,2.548377997082167212e+01,2.580962898541696404e+01,2.459326160479071177e+01,2.564541173407371843e+01,2.657986550738752385e+01,2.534181986491029193e+01,2.559863695653132254e+01,2.770081476873889414e+01,2.641808343322196606e+01,2.620993116219011654e+01,2.518571954625770104e+01
2.447235593163384237e+01,2.555722355770814147e+01,2.483838039276099607e+01,2.558817299589168215e+01,2.482331068681475017e+01,2.598779365169394850e+01,2.619960082018053527e+01,2.624527486323324865e+01,2.491600782400468006e+01,2.662196567278044768e+01,2.527976516935586915e+01,2.564234170569568505e+01,2.621590634629558281e+01,2.634921141154723045e+01,2.568036296063127111e+01,2.579732575610097456e+01,2.497296082570136377e+01,2.464075306638557095e+01,2.599553843862042868e+01,2.627055450680308013e+01,2.691878187962265656e+01,2.704167995388263535e+01,2.556618135777779344e+01,2.555523672751866116e+01
2.581627902657015738e+01,2.532928042260510892e+01,2.569798252203435140e+01,2.525564902226165032e+01,2.612779224199374539e+01,2.561420335771964574e+01,2.696165306205739398e+01,2.586136874328144586e+01,2.583761895151906174e+01,2.558337515278935825e+01,2.548411628547336250e+01,2.433376747021276287e+01,2.549525929154503956e+01,2.562364366952226646e+01,2.699690596479678106e+01,2.626211445270968170e+01,2.591615168612338493e+01,2.564576920395870729e+01,2.567400971088466122e+01,2.514915001979079534e+01,2.670166257271682753e+01,2.657601757698103029e+01,2.583075102353001284e+01,2.558221920072674038e+01
2.541618224601592146e+01,2.602403755462057688e+01,2.520716074879635471e+01,2.555903493816151695e+01,2.564958896157088475e+01,2.551188863815934837e+01,2.491744226109989313e+01,2.575483334271376634e+01,2.478760953288161772e+01,2.619479351997495087e+01,2.520190562757892394e+01,2.560891801104122578e+01,2.495555191329049194e+01,2.594345964290363327e+01,2.428921951372547028e+01,2.567356677924266251e+01,2.546070320629377193e+01,2.583793450011449977e+01,2.625807845442142252e+01,2.620993142343638738e+01,2.510686136782538824e+01,2.610470796890012934e+01,2.449270258493231722e+01,2.453531536374447342e+01
2.517483488904139222e+01,2.486321473147631878e+01,2.560611397635750563e+01,2.468076151120180839e+01,2.514801564038106108e+01,2.464546444418527926e+01,2.617119688261698229e+01,2.515746942435595201e+01,2.613831885882183315e+01,2.470668720584399125e+01,2.516033360689999654e+01,2.484160107911856130e+01,2.570877575776410140e+01,2.505560123423038021e+01,2.555206078341615239e+01,2.578240507786142643e+01,2.583465183024713951e+01,2.590830186004524194e+01,2.604582851440318336e+01,2.534715217997342052e+01,2.607264283735474919e+01,2.502698097809553701e+01,2.584241878139619075e+01,2.535174426866984732e+01
2.557174140495396841e+01,2.649713550610590573e+01,2.534071147139007962e+01,2.560223549072782134e+01,2.540018724981285914e+01,2.563043170370343660e+01,2.533480599603171868e+01,2.615344548633123622e+01,2.545961182244047905e+01,2.560949725083759176e+01,2.454721707827519595e+01,2.503638571160024640e+01,2.478708810160463827e+01,2.567329983790602910e+01,2.657072136293874109e+01,2.552444985502762620e+01,2.467629402202481970e+01,2.608366802572083998e+01,2.610213707707833919e+01,2.574953017195048233e+01,2.568018428832266409e+01,2.658129956896152635e+01,2.615422764171233894e+01,2.571931132612968440e+01
2.568064829792740511e+01,2.547658739307865972e+01,2.610701427772750094e+01,2.524745339575042635e+01,2.647042858480472205e+01,2.595851877937889185e+01,2.583405816620830819e+01,2.544070544323136573e+01,2.595601659006104001e+01,2.572398877793727934e+01,2.602269393319784285e+01,2.555121994662044926e+01,2.412248644789485752e+01,2.571923947297091217e+01,2.511106538512819952e+01,2.520983305208005731e+01,2.559318707269545712e+01,2.508948383302401908e+01,2.580648258466527523e+01,2.492393185479016893e+01,2.614798419870618318e+01,2.684119359735962007e+01,2.688732227735164315e+01,2.563766310613931410e+01
2.560661890703579502e+01,2.530043002380716644e+01,2.503522258136047185e+01,2.543188357509512798e+01,2.493892773053613610e+01,2.518815208609453293e+01,2.426932949833349085e+01,2.488214147620823269e+01,2.349360005975580634e+01,2.242063280466646802e+01,2.290734863674396138e+01,2.275054597522506583e+01,2.218075715307867313e+01,2.234677159118223244e+01,2.366031638559178418e+01,2.400456401615588220e+01,2.443211810201341905e+01,2.529722288563436905e+01,2.428106772884831344e+01,2.571596218758281793e+01,2.484786025350410910e+01,2.555582322108972448e+01,2.445171794605255400e+01,2.565416522654425080e+01
2.614130750927256486e+01,2.549736156595213288e+01,2.608527661455588031e+01,2.508786869812826126e+01,2.573557257856469960e+01,2.451928960157152915e+01,2.493750207754533221e+01,2.246596488644468081e+01,2.253584756020393343e+01,2.287381629820492890e+01,2.327707345514727422e+01,2.225078189002090312e+01,2.309530371941173144e+01,2.190281049657181711e+01,2.302521321386109321e+01,2.399940917470792101e+01,2.544422590536515827e+01,2.482891434691566701e+01,2.541256125112823838e+01,2.471748020953458536e+01,2.533413682331735117e+01,2.569985075560805399e+01,2.490574266220886557e+01,2.455300651969315595e+01
